"Crop","Season","State","Area","Production","Annual_Rainfall","Fertilizer","Pesticide","Yield"
"Groundnut","Kharif     ","Haryana","2318","2400","639.2","385042.98","556.32","0.698181818"
"Horse-gram","Kharif     ","Haryana","416","100","639.2","69101.76","99.84","0.0725"
"Jowar","Kharif     ","Haryana","70846","38000","639.2","11768229.06","17003.04","0.499285714"
"Maize","Kharif     ","Haryana","9662","19000","639.2","1604954.82","2318.88","0.8175"
"Moong(Green Gram)","Kharif     ","Haryana","25983","11900","639.2","4316036.13","6235.92","0.205555556"
"Moth","Kharif     ","Haryana","5693","1400","639.2","945664.23","1366.32","0.238571429"
"Other Kharif pulses","Kharif     ","Haryana","1944","0","639.2","322917.84","466.56","0"
"Rice","Kharif     ","Haryana","1243281","3465000","639.2","206521406.9","298387.44","2.561428571"
"Sesamum","Kharif     ","Haryana","3268","1400","639.2","542847.48","784.32","0.511052632"
"Soyabean","Kharif     ","Haryana","2","0","639.2","332.22","0.48","0"
"Sunflower","Kharif     ","Haryana","4002","7400","639.2","664772.22","960.48","1.026"
"Urad","Kharif     ","Haryana","1387","700","639.2","230394.57","332.88","0.351"
"Arhar/Tur","Kharif     ","Himachal Pradesh","9","3","1319.8","1494.99","2.16","0.43"
"Bajra","Kharif     ","Himachal Pradesh","201","107","1319.8","33388.11","48.24","0.46"
"Cotton(lint)","Kharif     ","Himachal Pradesh","8","13","1319.8","1328.88","1.92","1.355"
"Garlic","Kharif     ","Himachal Pradesh","3","4","1319.8","498.33","0.72","1.33"
"Groundnut","Kharif     ","Himachal Pradesh","62","46","1319.8","10298.82","14.88","0.6425"
"Horse-gram","Kharif     ","Himachal Pradesh","1805","1012","1319.8","299828.55","433.2","0.554"
"Maize","Kharif     ","Himachal Pradesh","281664","641530","1319.8","46787207.04","67599.36","2.593333333"
"Moong(Green Gram)","Kharif     ","Himachal Pradesh","433","202","1319.8","71925.63","103.92","0.505714286"
"Moth","Kharif     ","Himachal Pradesh","16","4","1319.8","2657.76","3.84","0.166666667"
"Other Kharif pulses","Kharif     ","Himachal Pradesh","1838","527","1319.8","305310.18","441.12","0.35"
"Peas & beans (Pulses)","Kharif     ","Himachal Pradesh","1250","1629","1319.8","207637.5","300","1.310909091"
"Potato","Kharif     ","Himachal Pradesh","6411","64000","1319.8","1064931.21","1538.64","10.688"
"Ragi","Kharif     ","Himachal Pradesh","2141","2082","1319.8","355641.51","513.84","0.767142857"
"Rice","Kharif     ","Himachal Pradesh","75426","110238","1319.8","12529012.86","18102.24","1.561818182"
"Sesamum","Kharif     ","Himachal Pradesh","2890","917","1319.8","480057.9","693.6","0.318888889"
"Small millets","Kharif     ","Himachal Pradesh","5371","3113","1319.8","892176.81","1289.04","0.591428571"
"Soyabean","Kharif     ","Himachal Pradesh","545","792","1319.8","90529.95","130.8","1.444285714"
"Urad","Kharif     ","Himachal Pradesh","9616","4358","1319.8","1597313.76","2307.84","0.575454545"
"Arhar/Tur","Kharif     ","Madhya Pradesh","638175","201663","856.3","106007249.2","153162","0.3098"
"Bajra","Kharif     ","Madhya Pradesh","200498","384154","856.3","33304722.78","48119.52","1.220322581"
"Castor seed","Kharif     ","Madhya Pradesh","5886","2730","856.3","977723.46","1412.64","0.318666667"
"Cotton(lint)","Kharif     ","Madhya Pradesh","586270","1006894","856.3","97385309.7","140704.8","1.465555556"
"Cowpea(Lobia)","Kharif     ","Madhya Pradesh","2872","662","856.3","477067.92","689.28","0.2088"
"Groundnut","Kharif     ","Madhya Pradesh","201177","300558","856.3","33417511.47","48282.48","1.348958333"
"Horse-gram","Kharif     ","Madhya Pradesh","19827","6506","856.3","3293462.97","4758.48","0.290769231"
"Jowar","Kharif     ","Madhya Pradesh","413677","585767","856.3","68715886.47","99282.48","1.5472"
"Maize","Kharif     ","Madhya Pradesh","837865","1332205","856.3","139177755.1","201087.6","1.3712"
"Moong(Green Gram)","Kharif     ","Madhya Pradesh","83782","29404","856.3","13917028.02","20107.68","0.3646"
"Niger seed","Kharif     ","Madhya Pradesh","91857","20063","856.3","15258366.27","22045.68","0.252"
"Other Kharif pulses","Kharif     ","Madhya Pradesh","1983","466","856.3","329396.13","475.92","0.24"
"Ragi","Kharif     ","Madhya Pradesh","283","87","856.3","47009.13","67.92","0.0775"
"Rice","Kharif     ","Madhya Pradesh","1573535","1766596","856.3","261379898.8","377648.4","1.211666667"
"Small millets","Kharif     ","Madhya Pradesh","262854","88106","856.3","43662677.94","63084.96","0.356666667"
"Soyabean","Kharif     ","Madhya Pradesh","5538358","6271666","856.3","919976647.4","1329205.92","0.9984"
"Sunflower","Kharif     ","Madhya Pradesh","112","49","856.3","18604.32","26.88","0.37"
"Urad","Kharif     ","Madhya Pradesh","555055","213739","856.3","92200186.05","133213.2","0.375306122"
"Arhar/Tur","Kharif     ","Maharashtra","1301900","975800","1389","216258609","312456","0.70125"
"Bajra","Kharif     ","Maharashtra","1034600","1123500","1389","171857406","248304","0.87"
"Castor seed","Kharif     ","Maharashtra","9800","4190","1389","1627878","2352","0.527368421"
"Cotton(lint)","Kharif     ","Maharashtra","3941900","7472500","1389","654789009","946056","1.861538462"
"Groundnut","Kharif     ","Maharashtra","275200","345500","1389","45713472","66048","0.9456"
"Jowar","Kharif     ","Maharashtra","1031700","1367500","1389","171375687","247608","1.2292"
"Maize","Kharif     ","Maharashtra","730600","2208900","1389","121359966","175344","2.230769231"
"Moong(Green Gram)","Kharif     ","Maharashtra","553700","372400","1389","91975107","132888","0.68125"
"Niger seed","Kharif     ","Maharashtra","34700","7500","1389","5764017","8328","0.244736842"
"Other Kharif pulses","Kharif     ","Maharashtra","129400","61380","1389","21494634","31056","0.449354839"
"Ragi","Kharif     ","Maharashtra","120000","117500","1389","19933200","28800","1.044166667"
"Rice","Kharif     ","Maharashtra","1486200","2625100","1389","246872682","356688","1.3116"
"Sesamum","Kharif     ","Maharashtra","52600","18830","1389","8737386","12624","0.329666667"
"Small millets","Kharif     ","Maharashtra","53600","27170","1389","8903496","12864","0.503448276"
"Soyabean","Kharif     ","Maharashtra","2729100","4316100","1389","453330801","654984","1.663928571"
"Sunflower","Kharif     ","Maharashtra","68800","35000","1389","11428368","16512","0.4765"
"Urad","Kharif     ","Maharashtra","481700","328700","1389","80015187","115608","0.713636364"
"Arhar/Tur","Kharif     ","Manipur","490","508","2160.5","81393.9","117.6","1.028888889"
"Cowpea(Lobia)","Kharif     ","Manipur","890","970","2160.5","147837.9","213.6","1.156666667"
"Ginger","Kharif     ","Manipur","2200","25443","2160.5","365442","528","11.38666667"
"Groundnut","Kharif     ","Manipur","3075","2207","2160.5","510788.25","738","0.722222222"
"Maize","Kharif     ","Manipur","18520","33510","2160.5","3076357.2","4444.8","1.74"
"Moong(Green Gram)","Kharif     ","Manipur","390","399","2160.5","64782.9","93.6","1.033333333"
"Other Kharif pulses","Kharif     ","Manipur","1450","1619","2160.5","240859.5","348","1.177777778"
"Rice","Kharif     ","Manipur","212680","480240","2160.5","35328274.8","51043.2","1.945555556"
"Soyabean","Kharif     ","Manipur","4675","3635","2160.5","776564.25","1122","0.758888889"
"Urad","Kharif     ","Manipur","1500","1710","2160.5","249165","360","1.21"
"Arhar/Tur","Kharif     ","Mizoram","175","149","2738.7","29069.25","42","0.873333333"
"Cotton(lint)","Kharif     ","Mizoram","151","113","2738.7","25082.61","36.24","0.6425"
"Cowpea(Lobia)","Kharif     ","Mizoram","1381","1786","2738.7","229397.91","331.44","1.145"
"Maize","Kharif     ","Mizoram","8721","13055","2738.7","1448645.31","2093.04","1.62125"
"Other Kharif pulses","Kharif     ","Mizoram","810","1069","2738.7","134549.1","194.4","1.02125"
"Potato","Kharif     ","Mizoram","415","3610","2738.7","68935.65","99.6","6.7"
"Rice","Kharif     ","Mizoram","12123","20697","2738.7","2013751.53","2909.52","1.495"
"Sesamum","Kharif     ","Mizoram","1362","770","2738.7","226241.82","326.88","0.4875"
"Soyabean","Kharif     ","Mizoram","1401","2653","2738.7","232720.11","336.24","1.6225"
"Tapioca","Kharif     ","Mizoram","278","1080","2738.7","46178.58","66.72","6.6975"
"Arhar/Tur","Kharif     ","Nagaland","2500","2130","1771.8","415275","600","0.831818182"
"Bajra","Kharif     ","Nagaland","650","560","1771.8","107971.5","156","0.866363636"
"Castor seed","Kharif     ","Nagaland","270","180","1771.8","44849.7","64.8","0.626666667"
"Cotton(lint)","Kharif     ","Nagaland","100","50","1771.8","16611","24","0.5"
"Groundnut","Kharif     ","Nagaland","730","740","1771.8","121260.3","175.2","1.008"
"Horse-gram","Kharif     ","Nagaland","330","330","1771.8","54816.3","79.2","1.011818182"
"Jowar","Kharif     ","Nagaland","120","110","1771.8","19933.2","28.8","0.934"
"Jute","Kharif     ","Nagaland","3000","5400","1771.8","498330","720","1.8"
"Maize","Kharif     ","Nagaland","63430","124200","1771.8","10536357.3","15223.2","1.958181818"
"Mesta","Kharif     ","Nagaland","1550","2970","1771.8","257470.5","372","1.92"
"Moong(Green Gram)","Kharif     ","Nagaland","200","190","1771.8","33222","48","0.98625"
"Peas & beans (Pulses)","Kharif     ","Nagaland","2150","2680","1771.8","357136.5","516","1.25"
"Potato","Kharif     ","Nagaland","2750","34990","1771.8","456802.5","660","12.74"
"Ragi","Kharif     ","Nagaland","300","280","1771.8","49833","72","0.955714286"
"Rice","Kharif     ","Nagaland","180060","378210","1771.8","29909766.6","43214.4","2.051818182"
"Sesamum","Kharif     ","Nagaland","3470","2080","1771.8","576401.7","832.8","0.603636364"
"Small millets","Kharif     ","Nagaland","8500","8030","1771.8","1411935","2040","0.888888889"
"Soyabean","Kharif     ","Nagaland","24350","30430","1771.8","4044778.5","5844","1.229090909"
"Sugarcane","Kharif     ","Nagaland","4250","184920","1771.8","705967.5","1020","43.52909091"
"Sunflower","Kharif     ","Nagaland","200","160","1771.8","33222","48","0.736666667"
"Tapioca","Kharif     ","Nagaland","1650","38790","1771.8","274081.5","396","23.52454545"
"Arhar/Tur","Kharif     ","Punjab","4200","3900","392.7","697662","1008","0.949"
"Bajra","Kharif     ","Punjab","3000","3000","392.7","498330","720","1"
"Cotton(lint)","Kharif     ","Punjab","483000","1822000","392.7","80231130","115920","3.643636364"
"Groundnut","Kharif     ","Punjab","2200","3900","392.7","365442","528","1.283333333"
"Guar seed","Kharif     ","Punjab","18200","16800","392.7","3023202","4368","0.924"
"Maize","Kharif     ","Punjab","133000","491000","392.7","22092630","31920","3.710909091"
"Moong(Green Gram)","Kharif     ","Punjab","7800","6300","392.7","1295658","1872","0.861666667"
"Rice","Kharif     ","Punjab","2831000","10837000","392.7","470257410","679440","3.834"
"Sesamum","Kharif     ","Punjab","5700","2300","392.7","946827","1368","0.42"
"Urad","Kharif     ","Punjab","2800","1600","392.7","465108","672","0.734"
"Arhar/Tur","Kharif     ","Tamil Nadu","35751","23669","1095.2","5938598.61","8580.24","0.688928571"
"Castor seed","Kharif     ","Tamil Nadu","5972","1711","1095.2","992008.92","1433.28","0.5676"
"Cotton(lint)","Kharif     ","Tamil Nadu","120765","247930","1095.2","20060274.15","28983.6","2.360344828"
"Groundnut","Kharif     ","Tamil Nadu","385509","895638","1095.2","64036899.99","92522.16","2.338387097"
"Horse-gram","Kharif     ","Tamil Nadu","47320","21729","1095.2","7860325.2","11356.8","0.444615385"
"Maize","Kharif     ","Tamil Nadu","230489","1027536","1095.2","38286527.79","55317.36","4.527857143"
"Moong(Green Gram)","Kharif     ","Tamil Nadu","171666","57683","1095.2","28515439.26","41199.84","0.465666667"
"Ragi","Kharif     ","Tamil Nadu","75650","171096","1095.2","12566221.5","18156","2.283461538"
"Rice","Kharif     ","Tamil Nadu","1905726","5792415","1095.2","316560145.9","457374.24","3.597419355"
"Sunflower","Kharif     ","Tamil Nadu","8718","10036","1095.2","1448146.98","2092.32","1.258518519"
"Urad","Kharif     ","Tamil Nadu","304432","123011","1095.2","50569199.52","73063.68","0.484666667"
"Arhar/Tur","Kharif     ","Tripura","1207","923","2348.3","200494.77","289.68","0.765"
"Cotton(lint)","Kharif     ","Tripura","1063","1574","2348.3","176574.93","255.12","1.4775"
"Groundnut","Kharif     ","Tripura","336","362","2348.3","55812.96","80.64","1.09"
"Jute","Kharif     ","Tripura","498","4243","2348.3","82722.78","119.52","8.545"
"Maize","Kharif     ","Tripura","3101","4104","2348.3","515107.11","744.24","1.3325"
"Mesta","Kharif     ","Tripura","792","6456","2348.3","131559.12","190.08","8.1575"
"Moong(Green Gram)","Kharif     ","Tripura","396","212","2348.3","65779.56","95.04","0.5375"
"Other Kharif pulses","Kharif     ","Tripura","1552","1125","2348.3","257802.72","372.48","0.7275"
"Rice","Kharif     ","Tripura","264558","702473","2348.3","43945729.38","63493.92","2.5725"
"Sesamum","Kharif     ","Tripura","2046","1178","2348.3","339861.06","491.04","0.57"
"Urad","Kharif     ","Tripura","912","519","2348.3","151492.32","218.88","0.5725"
"Arhar/Tur","Kharif     ","Uttar Pradesh","344186","308419","742.6","57172736.46","82604.64","0.846760563"
"Bajra","Kharif     ","Uttar Pradesh","935272","1556891","742.6","155358031.9","224465.28","1.3345"
"Cotton(lint)","Kharif     ","Uttar Pradesh","3734","673","742.6","620254.74","896.16","0.168461538"
"Dry chillies","Kharif     ","Uttar Pradesh","13673","11964","742.6","2271222.03","3281.52","0.885441176"
"Ginger","Kharif     ","Uttar Pradesh","893","2538","742.6","148336.23","214.32","2.850555556"
"Groundnut","Kharif     ","Uttar Pradesh","85258","84246","742.6","14162206.38","20461.92","0.972807018"
"Guar seed","Kharif     ","Uttar Pradesh","2441","2033","742.6","405474.51","585.84","0.838032787"
"Jowar","Kharif     ","Uttar Pradesh","201205","207513","742.6","33422162.55","48289.2","1.008813559"
"Maize","Kharif     ","Uttar Pradesh","718026","1052727","742.6","119271298.9","172326.24","1.40915493"
"Moong(Green Gram)","Kharif     ","Uttar Pradesh","41377","19457","742.6","6873133.47","9930.48","0.473818182"
"Rice","Kharif     ","Uttar Pradesh","5631949","11938078","742.6","935523048.4","1351667.76","2.052916667"
"Sannhamp","Kharif     ","Uttar Pradesh","2065","675","742.6","343017.15","495.6","0.325294118"
"Sesamum","Kharif     ","Uttar Pradesh","335623","66157","742.6","55750336.53","80549.52","0.194626866"
"Small millets","Kharif     ","Uttar Pradesh","8762","6290","742.6","1455455.82","2102.88","0.781666667"
"Soyabean","Kharif     ","Uttar Pradesh","10939","13475","742.6","1817077.29","2625.36","1.216923077"
"Sugarcane","Kharif     ","Uttar Pradesh","2124850","120544784","742.6","352958833.5","509964","52.28"
"Sweet potato","Kharif     ","Uttar Pradesh","16779","206633","742.6","2787159.69","4026.96","12.29888889"
"Urad","Kharif     ","Uttar Pradesh","494406","333778","742.6","82125780.66","118657.44","0.653194444"
"Arhar/Tur","Kharif     ","Uttarakhand","1963","1343","1419","326073.93","471.12","0.691818182"
"Groundnut","Kharif     ","Uttarakhand","1330","1449","1419","220926.3","319.2","1.112"
"Horse-gram","Kharif     ","Uttarakhand","9690","8179","1419","1609605.9","2325.6","0.854545455"
"Maize","Kharif     ","Uttarakhand","26193","40494","1419","4350919.23","6286.32","1.386153846"
"Moong(Green Gram)","Kharif     ","Uttarakhand","102","54","1419","16943.22","24.48","0.515"
"Moth","Kharif     ","Uttarakhand","22","9","1419","3654.42","5.28","0.405"
"Other Cereals","Kharif     ","Uttarakhand","69860","81040","1419","11604444.6","16766.4","1.115454545"
"Other Kharif pulses","Kharif     ","Uttarakhand","13019","12300","1419","2162586.09","3124.56","0.893636364"
"Potato","Kharif     ","Uttarakhand","7578","72287","1419","1258781.58","1818.72","8.47"
"Ragi","Kharif     ","Uttarakhand","119207","159286","1419","19801474.77","28609.68","1.428181818"
"Rice","Kharif     ","Uttarakhand","270416","495083","1419","44918801.76","64899.84","1.540769231"
"Sesamum","Kharif     ","Uttarakhand","1887","409","1419","313449.57","452.88","0.210769231"
"Soyabean","Kharif     ","Uttarakhand","8135","13174","1419","1351304.85","1952.4","1.146363636"
"Urad","Kharif     ","Uttarakhand","10475","8392","1419","1740002.25","2514","0.697692308"
"other oilseeds","Kharif     ","Uttarakhand","431","266","1419","71593.41","103.44","0.57625"
"Bajra","Kharif     ","Jammu and Kashmir","16544","9881","1352","2748123.84","3970.56","0.605"
"Barley","Kharif     ","Jammu and Kashmir","102","30","1352","16943.22","24.48","0.31"
"Cotton(lint)","Kharif     ","Jammu and Kashmir","27","15","1352","4484.97","6.48","0.57"
"Cowpea(Lobia)","Kharif     ","Jammu and Kashmir","762","382","1352","126575.82","182.88","0.5"
"Dry chillies","Kharif     ","Jammu and Kashmir","551","540","1352","91526.61","132.24","0.992"
"Garlic","Kharif     ","Jammu and Kashmir","41","31","1352","6810.51","9.84","0.755"
"Ginger","Kharif     ","Jammu and Kashmir","25","32","1352","4152.75","6","1.346666667"
"Groundnut","Kharif     ","Jammu and Kashmir","2","1","1352","332.22","0.48","0.65"
"Horse-gram","Kharif     ","Jammu and Kashmir","1006","312","1352","167106.66","241.44","0.345714286"
"Jowar","Kharif     ","Jammu and Kashmir","57","34","1352","9468.27","13.68","0.6"
"Maize","Kharif     ","Jammu and Kashmir","308215","527690","1352","51197593.65","73971.6","1.5675"
"Masoor","Kharif     ","Jammu and Kashmir","561","316","1352","93187.71","134.64","0.65"
"Moong(Green Gram)","Kharif     ","Jammu and Kashmir","946","402","1352","157140.06","227.04","0.4975"
"Moth","Kharif     ","Jammu and Kashmir","3693","2082","1352","613444.23","886.32","0.655833333"
"Onion","Kharif     ","Jammu and Kashmir","187","166","1352","31062.57","44.88","0.984285714"
"Other Cereals","Kharif     ","Jammu and Kashmir","381","193","1352","63287.91","91.44","0.503333333"
"Other Kharif pulses","Kharif     ","Jammu and Kashmir","5035","6525","1352","836363.85","1208.4","1.126"
"Peas & beans (Pulses)","Kharif     ","Jammu and Kashmir","262","146","1352","43520.82","62.88","0.53"
"Potato","Kharif     ","Jammu and Kashmir","1180","6495","1352","196009.8","283.2","6.053333333"
"Rice","Kharif     ","Jammu and Kashmir","261347","507404","1352","43412350.17","62723.28","1.874"
"Sannhamp","Kharif     ","Jammu and Kashmir","156","88","1352","25913.16","37.44","0.645"
"Sesamum","Kharif     ","Jammu and Kashmir","4626","2039","1352","768424.86","1110.24","0.443333333"
"Small millets","Kharif     ","Jammu and Kashmir","3427","1332","1352","569258.97","822.48","0.455714286"
"Sugarcane","Kharif     ","Jammu and Kashmir","18","27","1352","2989.98","4.32","1.5"
"Tobacco","Kharif     ","Jammu and Kashmir","3","1","1352","498.33","0.72","0.37"
"Turmeric","Kharif     ","Jammu and Kashmir","9","9","1352","1494.99","2.16","1.036666667"
"Urad","Kharif     ","Jammu and Kashmir","14367","4844","1352","2386502.37","3448.08","0.47"
"other oilseeds","Kharif     ","Jammu and Kashmir","156","70","1352","25913.16","37.44","0.455"
"Bajra","Kharif     ","West Bengal","64","24","1096","10631.04","15.36","0.675"
"Castor seed","Kharif     ","West Bengal","85","51","1096","14119.35","20.4","0.6"
"Cotton(lint)","Kharif     ","West Bengal","631","1092","1096","104815.41","151.44","1.763333333"
"Horse-gram","Kharif     ","West Bengal","2363","1190","1096","392517.93","567.12","0.529"
"Jute","Kharif     ","West Bengal","568463","8137465","1096","94427388.93","136431.12","15.62588235"
"Mesta","Kharif     ","West Bengal","6256","76752","1096","1039184.16","1501.44","8.576666667"
"Moong(Green Gram)","Kharif     ","West Bengal","869","613","1096","144349.59","208.56","0.666666667"
"Niger seed","Kharif     ","West Bengal","3714","2529","1096","616932.54","891.36","0.555"
"Other Kharif pulses","Kharif     ","West Bengal","837","543","1096","139034.07","200.88","0.546666667"
"Sannhamp","Kharif     ","West Bengal","714","2848","1096","118602.54","171.36","4.24"
"Small millets","Kharif     ","West Bengal","952","635","1096","158136.72","228.48","0.576666667"
"Soyabean","Kharif     ","West Bengal","529","316","1096","87872.19","126.96","0.65"
"Sunflower","Kharif     ","West Bengal","6555","7358","1096","1088851.05","1573.2","1.182352941"
"Urad","Kharif     ","West Bengal","45020","28462","1096","7478272.2","10804.8","0.471176471"
"Arhar/Tur","Kharif     ","Bihar","22123","42059","1097.1","3706044.96","7300.59","1.869736842"
"Bajra","Kharif     ","Bihar","4457","5014","1097.1","746636.64","1470.81","1.095"
"Castor seed","Kharif     ","Bihar","102","98","1097.1","17087.04","33.66","0.986666667"
"Groundnut","Kharif     ","Bihar","812","829","1097.1","136026.24","267.96","1.0075"
"Horse-gram","Kharif     ","Bihar","8641","8226","1097.1","1447540.32","2851.53","0.954761905"
"Jowar","Kharif     ","Bihar","2016","2147","1097.1","337720.32","665.28","1.045714286"
"Jute","Kharif     ","Bihar","129070","1490696","1097.1","21621806.4","42593.1","12.275"
"Mesta","Kharif     ","Bihar","20060","248116","1097.1","3360451.2","6619.8","12.03882353"
"Moong(Green Gram)","Kharif     ","Bihar","7736","4700","1097.1","1295934.72","2552.88","0.6259375"
"Other Kharif pulses","Kharif     ","Bihar","3859","3014","1097.1","646459.68","1273.47","0.792"
"Ragi","Kharif     ","Bihar","7736","9391","1097.1","1295934.72","2552.88","1.374615385"
"Safflower","Kharif     ","Bihar","282","227","1097.1","47240.64","93.06","0.868571429"
"Sesamum","Kharif     ","Bihar","2555","2247","1097.1","428013.6","843.15","0.892758621"
"Small millets","Kharif     ","Bihar","5799","4414","1097.1","971448.48","1913.67","0.778571429"
"Urad","Kharif     ","Bihar","13704","11867","1097.1","2295694.08","4522.32","0.899666667"
"Arhar/Tur","Kharif     ","Chhattisgarh","52856","23679","1302.7","8854437.12","17442.48","0.435555556"
"Bajra","Kharif     ","Chhattisgarh","62","29","1302.7","10386.24","20.46","0.618"
"Castor seed","Kharif     ","Chhattisgarh","49","16","1302.7","8208.48","16.17","0.34"
"Cotton(lint)","Kharif     ","Chhattisgarh","85","120","1302.7","14239.2","28.05","1.06"
"Groundnut","Kharif     ","Chhattisgarh","28677","37854","1302.7","4803971.04","9463.41","1.29"
"Horse-gram","Kharif     ","Chhattisgarh","46924","13721","1302.7","7860708.48","15484.92","0.312272727"
"Jowar","Kharif     ","Chhattisgarh","5329","4093","1302.7","892714.08","1758.57","0.797391304"
"Jute","Kharif     ","Chhattisgarh","249","0","1302.7","41712.48","82.17","0"
"Maize","Kharif     ","Chhattisgarh","107435","177805","1302.7","17997511.2","35453.55","1.542592593"
"Mesta","Kharif     ","Chhattisgarh","1215","2445","1302.7","203536.8","400.95","1.934210526"
"Moong(Green Gram)","Kharif     ","Chhattisgarh","8652","2306","1302.7","1449383.04","2855.16","0.256296296"
"Niger seed","Kharif     ","Chhattisgarh","66516","11389","1302.7","11142760.32","21950.28","0.176842105"
"Other Kharif pulses","Kharif     ","Chhattisgarh","7012","1740","1302.7","1174650.24","2313.96","0.2436"
"Potato","Kharif     ","Chhattisgarh","1847","9913","1302.7","309409.44","609.51","6.5875"
"Ragi","Kharif     ","Chhattisgarh","8144","2053","1302.7","1364282.88","2687.52","0.50625"
"Rice","Kharif     ","Chhattisgarh","3939826","6300825","1302.7","659999651.5","1300142.58","1.527777778"
"Sesamum","Kharif     ","Chhattisgarh","19734","7579","1302.7","3305839.68","6512.22","0.395925926"
"Small millets","Kharif     ","Chhattisgarh","151178","30940","1302.7","25325338.56","49888.74","0.203703704"
"Soyabean","Kharif     ","Chhattisgarh","103220","84641","1302.7","17291414.4","34062.6","0.848181818"
"Sunflower","Kharif     ","Chhattisgarh","3489","1305","1302.7","584477.28","1151.37","0.509"
"Urad","Kharif     ","Chhattisgarh","98154","29066","1302.7","16442758.08","32390.82","0.295925926"
"Arhar/Tur","Kharif     ","Gujarat","244400","257500","890.5","40941888","80652","1.002916667"
"Bajra","Kharif     ","Gujarat","433800","517300","890.5","72670176","143154","1.274736842"
"Castor seed","Kharif     ","Gujarat","877700","1803400","890.5","147032304","289641","2.132608696"
"Cotton(lint)","Kharif     ","Gujarat","3003100","10374600","890.5","503079312","991023","3.286521739"
"Groundnut","Kharif     ","Gujarat","1454000","2273100","890.5","243574080","479820","1.493333333"
"Jowar","Kharif     ","Gujarat","68200","80400","890.5","11424864","22506","1.107857143"
"Maize","Kharif     ","Gujarat","387000","539400","890.5","64830240","127710","1.466"
"Moong(Green Gram)","Kharif     ","Gujarat","200000","87700","890.5","33504000","66000","0.46826087"
"Moth","Kharif     ","Gujarat","45700","22700","890.5","7655664","15081","0.648461538"
"Other Cereals","Kharif     ","Gujarat","16000","9500","890.5","2680320","5280","0.554615385"
"Other Kharif pulses","Kharif     ","Gujarat","34200","16000","890.5","5729184","11286","0.451578947"
"Ragi","Kharif     ","Gujarat","16200","13300","890.5","2713824","5346","0.86"
"Rice","Kharif     ","Gujarat","751300","1521800","890.5","125857776","247929","1.951666667"
"Sesamum","Kharif     ","Gujarat","175700","81500","890.5","29433264","57981","0.519565217"
"Soyabean","Kharif     ","Gujarat","42100","33400","890.5","7052592","13893","0.768"
"Tobacco","Kharif     ","Gujarat","62600","117500","890.5","10486752","20658","1.658571429"
"Urad","Kharif     ","Gujarat","96200","67600","890.5","16115424","31746","0.7364"
"Arhar/Tur","Kharif     ","Haryana","16803","18200","471.5409091","2814838.56","5544.99","0.701578947"
"Bajra","Kharif     ","Haryana","576167","1175000","471.5409091","96519495.84","190135.11","1.835714286"
"Castor seed","Kharif     ","Haryana","2932","1300","471.5409091","491168.64","967.56","0.445"
"Cotton(lint)","Kharif     ","Haryana","601756","2621000","471.5409091","100806165.1","198579.48","2.338888889"
"Ginger","Kharif     ","Haryana","64","100","471.5409091","10721.28","21.12","0.583333333"
"Groundnut","Kharif     ","Haryana","2084","2000","471.5409091","349111.68","687.72","0.559090909"
"Horse-gram","Kharif     ","Haryana","423","100","471.5409091","70860.96","139.59","0.093333333"
"Jowar","Kharif     ","Haryana","64690","33000","471.5409091","10836868.8","21347.7","0.506363636"
"Jute","Kharif     ","Haryana","652","0","471.5409091","109223.04","215.16","0"
"Maize","Kharif     ","Haryana","11045","30000","471.5409091","1850258.4","3644.85","1.145"
"Moong(Green Gram)","Kharif     ","Haryana","16846","8000","471.5409091","2822041.92","5559.18","0.245"
"Moth","Kharif     ","Haryana","2481","600","471.5409091","415617.12","818.73","0.095555556"
"Other Kharif pulses","Kharif     ","Haryana","541","0","471.5409091","90628.32","178.53","0"
"Rice","Kharif     ","Haryana","1234094","3574300","471.5409091","206735426.9","407251.02","2.63047619"
"Sannhamp","Kharif     ","Haryana","65","0","471.5409091","10888.8","21.45","0"
"Sesamum","Kharif     ","Haryana","1970","700","471.5409091","330014.4","650.1","0.2025"
"Soyabean","Kharif     ","Haryana","3","0","471.5409091","502.56","0.99","0"
"Sunflower","Kharif     ","Haryana","2978","3100","471.5409091","498874.56","982.74","1.266666667"
"Urad","Kharif     ","Haryana","2013","700","471.5409091","337217.76","664.29","0.162307692"
"Arhar/Tur","Kharif     ","Himachal Pradesh","12","4","1108.3","2010.24","3.96","0.433333333"
"Bajra","Kharif     ","Himachal Pradesh","223","122","1108.3","37356.96","73.59","0.49"
"Cotton(lint)","Kharif     ","Himachal Pradesh","19","43","1108.3","3182.88","6.27","2.21"
"Dry chillies","Kharif     ","Himachal Pradesh","620","177","1108.3","103862.4","204.6","0.272222222"
"Ginger","Kharif     ","Himachal Pradesh","2103","3736","1108.3","352294.56","693.99","1.825"
"Groundnut","Kharif     ","Himachal Pradesh","114","106","1108.3","19097.28","37.62","0.88"
"Horse-gram","Kharif     ","Himachal Pradesh","2066","1030","1108.3","346096.32","681.78","0.523"
"Maize","Kharif     ","Himachal Pradesh","290241","612701","1108.3","48621172.32","95779.53","2.435"
"Moong(Green Gram)","Kharif     ","Himachal Pradesh","256","129","1108.3","42885.12","84.48","0.478571429"
"Moth","Kharif     ","Himachal Pradesh","16","4","1108.3","2680.32","5.28","0.166666667"
